Egypt,Egypt,Egypt,Egypt,Egypt,,Atacama milled,Atacama milled,Atacama milled,Atacama milled,,Etosha,Etosha,Etosha,Etosha,,Taklamakan,Taklamakan,Taklamakan,Taklamakan
,,,,,,256.95,0.2,13400000,4520000,,253.41,0.2,11400000,2820000,,251.83,0.2,20600000,6290000
,,,,,,256.93,0.2,13900000,4670000,,253.4,0.2,11500000,2860000,,251.82,0.2,20800000,6350000
,,,,,,256.92,0.2,14000000,4710000,,253.34,0.2,11800000,2930000,,251.82,0.2,20900000,6380000
,,,,,,256.91,0.2,14300000,4790000,,253.31,0.2,11900000,2960000,,251.81,0.2,21000000,6410000
,,,,,,256.9,0.2,14400000,4830000,,253.29,0.2,12100000,3000000,,251.79,0.2,21300000,6500000
,,,,,,256.86,0.2,14500000,4880000,,253.29,0.2,12200000,3020000,,251.77,0.2,21600000,6590000
,,,,,,256.84,0.2,14600000,4920000,,253.28,0.2,12300000,3050000,,251.7,0.2,21700000,6630000
,,,,,,256.82,0.2,14800000,4970000,,253.26,0.2,12500000,3090000,,251.67,0.2,21800000,6660000
,,,,,,256.82,0.2,14900000,5020000,,253.26,0.2,12600000,3130000,,251.66,0.2,22100000,6750000
,,,,,,256.8,0.2,15300000,5130000,,253.24,0.2,12700000,3150000,,251.66,0.2,22300000,6810000
,,,,,,256.77,0.2,15500000,5200000,,253.22,0.2,12700000,3160000,,251.65,0.2,22400000,6840000
,,,,,,256.75,0.2,15600000,5240000,,253.19,0.2,12900000,3190000,,251.5,0.2,22700000,6930000
,,,,,,256.74,0.2,15600000,5250000,,253.16,0.2,12900000,3200000,,251.5,0.2,22900000,7000000
,,,,,,256.72,0.2,15900000,5340000,,253.14,0.2,13000000,3210000,,251.5,0.2,23300000,7120000
,,,,,,256.71,0.2,16200000,5430000,,253.12,0.2,13000000,3230000,,251.49,0.2,23500000,7180000
,,,,,,256.7,0.2,16400000,5510000,,253.12,0.2,13200000,3280000,,251.46,0.2,23600000,7210000
,,,,,,256.7,0.2,16700000,5600000,,253.09,0.2,13300000,3300000,,251.44,0.2,23700000,7240000
,,,,,,256.66,0.2,16800000,5650000,,253.07,0.2,13500000,3350000,,251.44,0.2,24100000,7370000
,,,,,,256.65,0.2,17000000,5710000,,253.06,0.2,13600000,3380000,,251.34,0.2,24200000,7400000
,,,,,,256.63,0.2,17000000,5730000,,253.05,0.2,13700000,3390000,,251.34,0.2,24300000,7430000
,,,,,,256.62,0.2,17200000,5780000,,252.98,0.2,13900000,3450000,,251.34,0.2,24400000,7460000
,,,,,,256.61,0.2,17300000,5800000,,252.96,0.2,14000000,3480000,,251.32,0.2,24700000,7560000
,,,,,,256.6,0.2,17400000,5840000,,252.96,0.2,14300000,3530000,,251.3,0.2,25600000,7810000
,,,,,,256.58,0.2,17500000,5890000,,252.94,0.2,14400000,3570000,,251.26,0.2,25800000,7870000
,,,,,,256.56,0.2,17600000,5910000,,252.9,0.2,14500000,3600000,,251.17,0.2,26200000,8000000
,,,,,,256.54,0.2,17900000,6000000,,252.88,0.2,14800000,3660000,,251.16,0.2,26500000,8100000
,,,,,,256.5,0.2,18000000,6060000,,252.87,0.2,14900000,3700000,,251.14,0.2,26800000,8190000
,,,,,,256.49,0.2,18200000,6120000,,252.87,0.2,15000000,3710000,,251.14,0.2,27100000,8290000
,,,,,,256.47,0.2,18400000,6190000,,252.86,0.2,15000000,3730000,,251.11,0.2,27200000,8320000
,,,,,,256.46,0.2,18600000,6250000,,252.81,0.2,15100000,3740000,,251.11,0.2,27800000,8490000
,,,,,,256.46,0.2,18700000,6270000,,252.8,0.2,15300000,3780000,,251.07,0.2,28100000,8580000
,,,,,,256.45,0.2,18700000,6290000,,252.77,0.2,15400000,3830000,,251.03,0.2,28300000,8650000
,,,,,,256.42,0.2,19200000,6460000,,252.76,0.2,15600000,3850000,,251,0.2,28600000,8750000
,,,,,,256.41,0.2,19300000,6480000,,252.73,0.2,15700000,3880000,,250.99,0.2,28700000,8780000
,,,,,,256.38,0.2,19600000,6580000,,252.69,0.2,15700000,3900000,,250.98,0.2,29300000,8940000
,,,,,,256.37,0.2,19900000,6690000,,252.69,0.2,15800000,3930000,,250.96,0.2,29400000,8980000
,,,,,,256.32,0.2,20000000,6730000,,252.64,0.2,15900000,3940000,,250.95,0.2,29800000,9110000
,,,,,,256.32,0.2,20100000,6750000,,252.61,0.2,16000000,3950000,,250.95,0.2,29900000,9140000
,,,,,,256.32,0.2,20300000,6810000,,252.6,0.2,16200000,4010000,,250.83,0.2,30400000,9270000
,,,,,,256.31,0.2,20400000,6870000,,252.59,0.2,16400000,4070000,,250.83,0.2,30500000,9310000
,,,,,,256.29,0.2,20600000,6930000,,252.58,0.2,16600000,4110000,,250.82,0.2,30900000,9440000
,,,,,,256.26,0.2,20800000,6990000,,252.56,0.2,16700000,4130000,,250.8,0.2,31200000,9540000
,,,,,,256.26,0.2,21000000,7050000,,252.56,0.2,16900000,4200000,,250.79,0.2,31500000,9610000
,,,,,,256.25,0.2,21000000,7070000,,252.55,0.2,17100000,4240000,,250.78,0.2,31800000,9710000
,,,,,,256.21,0.2,21500000,7210000,,252.46,0.2,17200000,4260000,,250.78,0.2,32100000,9810000
,,,,,,256.21,0.2,22100000,7430000,,252.46,0.2,17400000,4310000,,250.77,0.2,32200000,9840000
,,,,,,256.2,0.2,22200000,7470000,,252.44,0.2,17800000,4400000,,250.64,0.2,32300000,9880000
,,,,,,256.17,0.2,22400000,7530000,,252.44,0.2,18000000,4450000,,250.62,0.2,32600000,9950000
,,,,,,256.14,0.2,22600000,7590000,,252.43,0.2,18100000,4480000,,250.62,0.2,32900000,10000000
,,,,,,256.13,0.2,22700000,7630000,,252.43,0.2,18400000,4550000,,250.61,0.2,33100000,10100000
,,,,,,256.13,0.2,22800000,7670000,,252.32,0.2,18500000,4590000,,250.61,0.2,33600000,10300000
,,,,,,256.12,0.2,23000000,7740000,,252.28,0.2,18700000,4620000,,250.6,0.2,33800000,10300000
,,,,,,256.11,0.2,23300000,7840000,,252.27,0.2,18800000,4650000,,250.5,0.2,34600000,10600000
,,,,,,256.08,0.2,23700000,7960000,,252.26,0.2,18900000,4670000,,250.5,0.2,34800000,10600000
,,,,,,256.08,0.2,23900000,8030000,,252.25,0.2,18900000,4680000,,250.47,0.2,35000000,10700000
,,,,,,256.07,0.2,24200000,8130000,,252.24,0.2,19300000,4770000,,250.46,0.2,35300000,10800000
,,,,,,256.02,0.2,24400000,8200000,,252.23,0.2,19400000,4800000,,250.45,0.2,35400000,10800000
,,,,,,256.01,0.2,24600000,8260000,,252.22,0.2,19500000,4820000,,250.44,0.2,35600000,10900000
,,,,,,255.99,0.2,24800000,8320000,,252.21,0.2,19700000,4880000,,250.44,0.2,36200000,11000000
,,,,,,255.97,0.2,25000000,8410000,,252.19,0.2,19900000,4920000,,250.36,0.2,36600000,11200000
,,,,,,255.96,0.2,25200000,8470000,,252.18,0.2,20300000,5030000,,250.31,0.2,36900000,11300000
,,,,,,255.94,0.2,25700000,8650000,,252.1,0.2,20400000,5050000,,250.31,0.2,37100000,11300000
,,,,,,255.93,0.2,25800000,8670000,,252.09,0.2,20500000,5080000,,250.3,0.2,37700000,11500000
,,,,,,255.9,0.2,26200000,8800000,,252.09,0.2,20800000,5150000,,250.29,0.2,37800000,11500000
,,,,,,255.89,0.2,26700000,8980000,,252.06,0.2,21100000,5210000,,250.29,0.2,38000000,11600000
,,,,,,255.88,0.2,26900000,9020000,,252.05,0.2,21200000,5260000,,250.29,0.2,38400000,11700000
,,,,,,255.82,0.2,27300000,9180000,,252.04,0.2,21500000,5320000,,250.27,0.2,38900000,11900000
,,,,,,255.82,0.2,27500000,9250000,,252.03,0.2,21700000,5370000,,250.17,0.2,39200000,12000000
,,,,,,255.81,0.2,27900000,9360000,,252,0.2,21900000,5420000,,250.16,0.2,39400000,12000000
,,,,,,255.79,0.2,28600000,9610000,,251.98,0.2,22100000,5460000,,,,,
,,,,,,255.78,0.2,29000000,9730000,,251.94,0.2,22300000,5520000,,,,,
,,,,,,255.78,0.2,29400000,9870000,,251.94,0.2,22600000,5590000,,,,,
,,,,,,255.76,0.2,29900000,10000000,,251.94,0.2,22800000,5650000,,,,,
,,,,,,255.74,0.2,30100000,10100000,,251.92,0.2,22900000,5670000,,,,,
,,,,,,255.73,0.2,30700000,10300000,,251.91,0.2,23100000,5710000,,,,,
,,,,,,255.72,0.2,31300000,10500000,,251.9,0.2,23300000,5760000,,,,,
,,,,,,255.68,0.2,32100000,10800000,,251.9,0.2,23300000,5780000,,,,,
,,,,,,255.67,0.2,32200000,10800000,,251.9,0.2,23500000,5810000,,,,,
,,,,,,255.62,0.2,32600000,11000000,,251.9,0.2,23900000,5910000,,,,,
,,,,,,255.62,0.2,33000000,11100000,,251.84,0.2,24000000,5940000,,,,,
,,,,,,255.61,0.2,33600000,11300000,,251.8,0.2,24100000,5970000,,,,,
,,,,,,255.6,0.2,34100000,11500000,,251.79,0.2,24200000,5990000,,,,,
,,,,,,255.56,0.2,34400000,11600000,,251.78,0.2,24300000,6020000,,,,,
,,,,,,255.55,0.2,35000000,11700000,,251.76,0.2,24800000,6150000,,,,,
,,,,,,255.54,0.2,35500000,11900000,,251.75,0.2,25000000,6180000,,,,,
,,,,,,255.54,0.2,35700000,12000000,,251.75,0.2,25000000,6200000,,,,,
,,,,,,255.53,0.2,36100000,12100000,,251.74,0.2,25100000,6210000,,,,,
,,,,,,255.47,0.2,36600000,12300000,,251.74,0.2,25300000,6260000,,,,,
,,,,,,255.46,0.2,37200000,12500000,,251.69,0.2,25400000,6280000,,,,,
,,,,,,255.45,0.2,37400000,12600000,,251.67,0.2,25600000,6330000,,,,,
,,,,,,255.44,0.2,37900000,12700000,,251.66,0.2,25900000,6410000,,,,,
,,,,,,255.43,0.2,38500000,12900000,,251.65,0.2,26100000,6460000,,,,,
,,,,,,255.42,0.2,38700000,13000000,,251.64,0.2,26400000,6530000,,,,,
,,,,,,255.39,0.2,39100000,13100000,,251.6,0.2,26600000,6590000,,,,,
,,,,,,255.39,0.2,39700000,13300000,,251.58,0.2,26700000,6610000,,,,,
,,,,,,255.37,0.2,39900000,13400000,,251.58,0.2,27000000,6680000,,,,,
,,,,,,255.36,0.2,40200000,13500000,,251.55,0.2,27200000,6750000,,,,,
,,,,,,255.34,0.2,40500000,13600000,,251.55,0.2,27400000,6780000,,,,,
,,,,,,255.32,0.2,41100000,13800000,,251.55,0.2,27500000,6810000,,,,,
,,,,,,255.3,0.2,41600000,14000000,,251.52,0.2,27900000,6900000,,,,,
,,,,,,255.29,0.2,42100000,14100000,,251.5,0.2,28100000,6970000,,,,,
,,,,,,255.28,0.2,42300000,14200000,,251.44,0.2,28400000,7030000,,,,,
,,,,,,255.23,0.2,42800000,14400000,,251.43,0.2,28600000,7090000,,,,,
,,,,,,255.22,0.2,43000000,14400000,,251.4,0.2,28800000,7120000,,,,,
,,,,,,255.21,0.2,44100000,14800000,,251.4,0.2,28900000,7160000,,,,,
,,,,,,255.19,0.2,44900000,15100000,,251.37,0.2,29000000,7190000,,,,,
,,,,,,255.17,0.2,45500000,15300000,,251.36,0.2,29100000,7210000,,,,,
,,,,,,255.17,0.2,46200000,15500000,,251.36,0.2,29500000,7290000,,,,,
,,,,,,255.14,0.2,46400000,15600000,,251.36,0.2,29600000,7330000,,,,,
,,,,,,255.12,0.2,46800000,15700000,,251.35,0.2,30000000,7420000,,,,,
,,,,,,255.11,0.2,47400000,15900000,,251.32,0.2,30400000,7520000,,,,,
,,,,,,255.09,0.2,48000000,16100000,,251.3,0.2,30600000,7580000,,,,,
,,,,,,255.08,0.2,48200000,16200000,,251.29,0.2,30700000,7610000,,,,,
,,,,,,255.06,0.2,48500000,16300000,,251.28,0.2,31000000,7670000,,,,,
,,,,,,255.04,0.2,49200000,16500000,,251.22,0.2,31100000,7700000,,,,,
,,,,,,255.03,0.2,49700000,16700000,,251.21,0.2,31600000,7830000,,,,,
,,,,,,255,0.2,50500000,17000000,,251.2,0.2,31800000,7880000,,,,,
,,,,,,254.99,0.2,51100000,17200000,,251.2,0.2,32200000,7970000,,,,,
,,,,,,254.96,0.2,51500000,17300000,,251.2,0.2,32600000,8060000,,,,,
,,,,,,254.93,0.2,52400000,17600000,,251.18,0.2,32800000,8120000,,,,,
,,,,,,254.93,0.2,52900000,17800000,,251.18,0.2,32900000,8150000,,,,,
,,,,,,254.92,0.2,54100000,18200000,,251.15,0.2,33100000,8190000,,,,,
,,,,,,254.91,0.2,54700000,18400000,,251.14,0.2,33300000,8250000,,,,,
,,,,,,254.9,0.2,55500000,18600000,,251.11,0.2,33600000,8320000,,,,,
,,,,,,254.9,0.2,55800000,18700000,,251.07,0.2,33900000,8390000,,,,,
,,,,,,254.87,0.2,56200000,18900000,,251.06,0.2,34100000,8450000,,,,,
,,,,,,254.82,0.2,56400000,18900000,,251.06,0.2,34400000,8510000,,,,,
,,,,,,254.81,0.2,57200000,19200000,,251.03,0.2,34500000,8540000,,,,,
,,,,,,254.81,0.2,58300000,19600000,,251.03,0.2,35000000,8680000,,,,,
,,,,,,254.8,0.2,58900000,19800000,,251,0.2,35600000,8810000,,,,,
,,,,,,254.79,0.2,59400000,20000000,,251,0.2,35800000,8870000,,,,,
,,,,,,254.76,0.2,59900000,20100000,,251,0.2,36300000,8980000,,,,,
,,,,,,254.73,0.2,60600000,20300000,,250.99,0.2,36400000,9020000,,,,,
,,,,,,254.73,0.2,60700000,20400000,,250.97,0.2,36600000,9060000,,,,,
,,,,,,254.71,0.2,60800000,20400000,,250.96,0.2,37000000,9160000,,,,,
,,,,,,254.7,0.2,61500000,20600000,,250.94,0.2,37300000,9240000,,,,,
,,,,,,254.66,0.2,62200000,20900000,,250.89,0.2,37600000,9310000,,,,,
,,,,,,254.65,0.2,62600000,21000000,,250.89,0.2,37800000,9350000,,,,,
,,,,,,254.65,0.2,62900000,21100000,,250.87,0.2,38100000,9430000,,,,,
,,,,,,254.63,0.2,63300000,21300000,,250.87,0.2,38600000,9550000,,,,,
,,,,,,254.59,0.2,64800000,21800000,,250.87,0.2,38700000,9590000,,,,,
,,,,,,254.56,0.2,65400000,21900000,,250.87,0.2,38900000,9630000,,,,,
,,,,,,254.56,0.2,66500000,22300000,,250.8,0.2,39100000,9670000,,,,,
,,,,,,254.56,0.2,66900000,22500000,,250.76,0.2,39300000,9730000,,,,,
,,,,,,254.55,0.2,67600000,22700000,,250.76,0.2,39800000,9860000,,,,,
,,,,,,254.54,0.2,67800000,22800000,,250.76,0.2,40200000,9960000,,,,,
,,,,,,254.5,0.2,68700000,23100000,,250.76,0.2,40600000,10000000,,,,,
,,,,,,254.49,0.2,69400000,23300000,,250.73,0.2,41100000,10200000,,,,,
,,,,,,254.49,0.2,70800000,23800000,,250.73,0.2,41100000,10200000,,,,,
,,,,,,254.47,0.2,71100000,23900000,,250.71,0.2,41400000,10200000,,,,,
,,,,,,254.47,0.2,71700000,24100000,,250.68,0.2,41800000,10400000,,,,,
,,,,,,254.42,0.2,72500000,24400000,,250.67,0.2,42200000,10500000,,,,,
,,,,,,254.42,0.2,73000000,24500000,,250.66,0.2,42300000,10500000,,,,,
,,,,,,254.42,0.2,73700000,24700000,,250.65,0.2,42600000,10500000,,,,,
,,,,,,254.42,0.2,74700000,25100000,,250.65,0.2,43400000,10800000,,,,,
,,,,,,254.36,0.2,75700000,25400000,,250.62,0.2,44300000,11000000,,,,,
,,,,,,254.34,0.2,76200000,25600000,,250.62,0.2,44700000,11100000,,,,,
,,,,,,254.31,0.2,76700000,25800000,,250.59,0.2,45100000,11200000,,,,,
,,,,,,254.31,0.2,76900000,25800000,,250.59,0.2,45500000,11300000,,,,,
,,,,,,254.29,0.2,77600000,26100000,,250.52,0.2,45700000,11300000,,,,,
,,,,,,254.29,0.2,79200000,26600000,,250.48,0.2,46100000,11400000,,,,,
,,,,,,254.27,0.2,80100000,26900000,,250.48,0.2,46600000,11500000,,,,,
,,,,,,254.26,0.2,80300000,27000000,,250.46,0.2,47000000,11600000,,,,,
,,,,,,254.25,0.2,81400000,27400000,,250.46,0.2,47600000,11800000,,,,,
,,,,,,254.21,0.2,83200000,27900000,,250.46,0.2,47800000,11800000,,,,,
,,,,,,254.16,0.2,83600000,28100000,,250.42,0.2,48200000,11900000,,,,,
,,,,,,254.14,0.2,84200000,28300000,,250.4,0.2,48700000,12000000,,,,,
,,,,,,254.14,0.2,85400000,28700000,,250.38,0.2,49400000,12200000,,,,,
,,,,,,254.12,0.2,86900000,29200000,,250.32,0.2,50100000,12400000,,,,,
,,,,,,254.11,0.2,87100000,29200000,,250.29,0.2,50300000,12400000,,,,,
,,,,,,254.07,0.2,87900000,29500000,,250.29,0.2,50900000,12600000,,,,,
,,,,,,254.07,0.2,89300000,30000000,,250.28,0.2,51200000,12700000,,,,,
,,,,,,254.03,0.2,89700000,30100000,,250.28,0.2,51300000,12700000,,,,,
,,,,,,254,0.2,90800000,30500000,,250.24,0.2,52100000,12900000,,,,,
,,,,,,253.97,0.2,92200000,31000000,,250.24,0.2,52600000,13000000,,,,,
,,,,,,253.96,0.2,92700000,31100000,,250.23,0.2,53500000,13300000,,,,,
,,,,,,253.94,0.2,93200000,31300000,,250.22,0.2,54200000,13400000,,,,,
,,,,,,253.94,0.2,94400000,31700000,,250.21,0.2,54900000,13600000,,,,,
,,,,,,253.9,0.2,95400000,32000000,,,,,,,,,,
,,,,,,253.89,0.2,95600000,32100000,,,,,,,,,,
,,,,,,253.89,0.2,96900000,32500000,,,,,,,,,,
,,,,,,253.88,0.2,97900000,32900000,,,,,,,,,,
,,,,,,253.87,0.2,98700000,33200000,,,,,,,,,,
,,,,,,253.81,0.2,100000000,33700000,,,,,,,,,,
,,,,,,253.78,0.2,102000000,34200000,,,,,,,,,,
,,,,,,253.77,0.2,103000000,34600000,,,,,,,,,,
,,,,,,253.77,0.2,103000000,34800000,,,,,,,,,,
,,,,,,253.76,0.2,105000000,35100000,,,,,,,,,,
,,,,,,253.74,0.2,105000000,35400000,,,,,,,,,,
,,,,,,253.73,0.2,106000000,35500000,,,,,,,,,,
,,,,,,253.71,0.2,107000000,36000000,,,,,,,,,,
,,,,,,253.68,0.2,109000000,36500000,,,,,,,,,,
,,,,,,253.65,0.2,109000000,36600000,,,,,,,,,,
,,,,,,253.64,0.2,109000000,36700000,,,,,,,,,,
,,,,,,253.61,0.2,111000000,37200000,,,,,,,,,,
,,,,,,253.59,0.2,111000000,37400000,,,,,,,,,,
,,,,,,253.59,0.2,112000000,37700000,,,,,,,,,,
,,,,,,253.55,0.2,114000000,38200000,,,,,,,,,,
,,,,,,253.54,0.2,115000000,38600000,,,,,,,,,,
,,,,,,253.5,0.2,116000000,39100000,,,,,,,,,,
,,,,,,253.48,0.2,117000000,39200000,,,,,,,,,,
,,,,,,253.48,0.2,118000000,39600000,,,,,,,,,,
,,,,,,253.48,0.2,118000000,39700000,,,,,,,,,,
,,,,,,253.46,0.2,119000000,40100000,,,,,,,,,,
,,,,,,253.46,0.2,121000000,40500000,,,,,,,,,,
,,,,,,253.44,0.2,124000000,41600000,,,,,,,,,,
,,,,,,253.42,0.2,125000000,41900000,,,,,,,,,,
,,,,,,253.4,0.2,126000000,42400000,,,,,,,,,,
,,,,,,253.38,0.2,128000000,42900000,,,,,,,,,,
,,,,,,253.36,0.2,129000000,43200000,,,,,,,,,,
,,,,,,253.32,0.2,129000000,43500000,,,,,,,,,,
,,,,,,253.29,0.2,131000000,44000000,,,,,,,,,,
,,,,,,253.28,0.2,134000000,44800000,,,,,,,,,,
,,,,,,253.28,0.2,135000000,45400000,,,,,,,,,,
,,,,,,253.28,0.2,136000000,45600000,,,,,,,,,,
,,,,,,253.28,0.2,138000000,46300000,,,,,,,,,,
,,,,,,253.25,0.2,138000000,46500000,,,,,,,,,,
,,,,,,253.25,0.2,140000000,46900000,,,,,,,,,,
,,,,,,253.21,0.2,141000000,47500000,,,,,,,,,,
,,,,,,253.15,0.2,144000000,48300000,,,,,,,,,,
,,,,,,253.15,0.2,145000000,48600000,,,,,,,,,,
,,,,,,253.14,0.2,147000000,49200000,,,,,,,,,,
,,,,,,253.12,0.2,149000000,49900000,,,,,,,,,,
,,,,,,253.1,0.2,149000000,50100000,,,,,,,,,,
,,,,,,253.09,0.2,151000000,50600000,,,,,,,,,,
,,,,,,253.07,0.2,152000000,51100000,,,,,,,,,,
,,,,,,253.06,0.2,155000000,52200000,,,,,,,,,,
,,,,,,253.05,0.2,158000000,53000000,,,,,,,,,,
,,,,,,253.04,0.2,159000000,53300000,,,,,,,,,,
,,,,,,253.02,0.2,160000000,53900000,,,,,,,,,,
,,,,,,252.98,0.2,161000000,54200000,,,,,,,,,,
,,,,,,252.96,0.2,162000000,54500000,,,,,,,,,,
,,,,,,252.95,0.2,164000000,55100000,,,,,,,,,,
,,,,,,252.93,0.2,165000000,55400000,,,,,,,,,,
,,,,,,252.91,0.2,169000000,56700000,,,,,,,,,,
,,,,,,252.85,0.2,172000000,57800000,,,,,,,,,,
,,,,,,252.8,0.2,173000000,58200000,,,,,,,,,,
,,,,,,252.78,0.2,174000000,58600000,,,,,,,,,,
,,,,,,252.77,0.2,175000000,59000000,,,,,,,,,,
,,,,,,252.74,0.2,179000000,60200000,,,,,,,,,,
,,,,,,252.71,0.2,184000000,62000000,,,,,,,,,,
,,,,,,252.7,0.2,186000000,62500000,,,,,,,,,,
,,,,,,252.69,0.2,187000000,63000000,,,,,,,,,,
,,,,,,252.67,0.2,189000000,63500000,,,,,,,,,,
,,,,,,252.66,0.2,190000000,64000000,,,,,,,,,,
,,,,,,252.66,0.2,194000000,65100000,,,,,,,,,,
,,,,,,252.64,0.2,195000000,65700000,,,,,,,,,,
,,,,,,252.57,0.2,197000000,66300000,,,,,,,,,,
,,,,,,252.49,0.2,199000000,66900000,,,,,,,,,,
,,,,,,252.46,0.2,201000000,67500000,,,,,,,,,,
,,,,,,252.45,0.2,203000000,68200000,,,,,,,,,,
,,,,,,252.43,0.2,211000000,71200000,,,,,,,,,,
,,,,,,252.4,0.2,216000000,72900000,,,,,,,,,,
,,,,,,252.39,0.2,219000000,73800000,,,,,,,,,,
,,,,,,252.33,0.2,222000000,74700000,,,,,,,,,,
,,,,,,252.31,0.2,225000000,75800000,,,,,,,,,,
,,,,,,252.15,0.2,231000000,78000000,,,,,,,,,,
,,,,,,252.13,0.2,235000000,79300000,,,,,,,,,,
,,,,,,252.11,0.2,238000000,80600000,,,,,,,,,,
,,,,,,251.97,0.2,243000000,82100000,,,,,,,,,,
,,,,,,251.82,0.2,247000000,83700000,,,,,,,,,,
,,,,,,251.8,0.2,252000000,85500000,,,,,,,,,,
,,,,,,251.74,0.2,258000000,87500000,,,,,,,,,,
,,,,,,251.71,0.2,271000000,92500000,,,,,,,,,,
,,,,,,251.63,0.2,278000000,95700000,,,,,,,,,,
,,,,,,251.63,0.2,288000000,99700000,,,,,,,,,,
,,,,,,251.61,0.2,299000000,105000000,,,,,,,,,,
,,,,,,251.48,0.2,314000000,113000000,,,,,,,,,,
,,,,,,251.47,0.2,335000000,128000000,,,,,,,,,,
,,,,,,251.33,0.2,371000000,174000000,,,,,,,,,,
